,Name,Score,Description
79,베르아델승마클럽,4.5,-
80,선감마을,5.0,-
81,성호기념관,4.0,-
82,,,
83,수리산등산로입구,3.5,-
84,시화호 조력발전소,3.8,-
85,씨엘관광농원캠핑장,4.3,-
86,,,
87,안산갈대습지공원,4.3,-
88,안산썰매장,4.0,-
89,안산어촌민속박물관,3.9,-
90,엑스퍼트컨설팅,5.0,-
91,,,
92,제일컨트리클럽,4.4,-
93,종이미술관,3.9,-
94,종현어촌체험마을,3.8,-
95,탄도항,4.1,-
96,탄도항 노을펜션캠핑장,3.8,-
97,,,
98,안산호수공원 야외수영장,4.1,-
99,,,
100,(주) 1.2.3 골프크럽,3.9,-
101,킨텍스 제2전시장,4.0,-
102,호수공원 고양꽃전시관,4.1,-
103,고양생태공원,4.1,-
104,고양아람누리,4.3,"4층짜리 오페라 하우스, 아트 갤러리, 카페를 비롯하여 4개의 극장이 있는 거대한 장소입니다."
105,고양어린이박물관,4.5,-
106,,,
107,원마운트,3.8,"일 년 내내 워터슬라이드와 파도 풀, 눈썰매를 즐길 수 있는 거대한 놀이공원입니다."
108,고양종합운동장,4.2,-
109,고양체육관,4.4,-
110,김치스쿨,4.0,-
111,뉴코리아컨트리클럽,4.4,-
112,,,
113,서삼릉,4.1,-
114,,,
115,해찬송학김,4.2,-
116,한화아쿠아플라넷 일산,4.1,다양한 해양 생물을 전시하는 다채로운 수족관으로 동물 먹이주기 및 다이빙 쇼를 즐길 수 있습니다.
117,올림픽컨트리클럽,3.9,-
118,일산밤가시초가,4.0,-
119,일산호수공원,4.5,"산책로, 놀이터, 조각상, 작은 동물원이 있으며 야외 축제를 즐길 수 있는 호숫가 휴양지입니다."
120,중남미문화원,4.3,-
121,,,
122,증권박물관,4.0,-
123,평화누리길 4코스 시작점,5.0,-
124,평화누리길 5코스 시작점,4.2,-
125,한양컨트리클럽,4.2,-
126,한국항공대학교 항공우주박물관,3.7,-
127,행주산성,4.3,-
128,,,
129,국립과천과학관,4.4,인터랙티브 과학 및 기술 전시관이 있는 현대 박물관으로 천체 투영관과 간이 식당이 있습니다.
130,국립현대미술관 과천관,4.4,-
131,서울대공원,4.4,"동물원에 약 3,000마리의 동물이 서식하고 있으며 장미 정원, 미술관 및 테마파크를 이용할 수 있습니다."
132,,,
133,추사박물관,4.0,-
134,고구려대장간마을,4.1,-
135,문화재청 궁능유적본부 조선왕릉동부지구관리소,4.3,-
136,,,
137,,,
138,남양주시립박물관,3.6,-
139,남양주유기농테마파크,3.6,-
140,,,
141,모란미술관,3.9,-
142,몽골문화촌,3.6,-
143,,,
144,서호미술관,3.9,-
145,스타힐리조트,3.9,-
146,,,
147,우석헌자연사박물관,3.9,-
148,,,
149,축령산자연휴양림,4.4,-
150,,,
151,물향기수목원,4.3,-
152,,,
153,,,
154,,,
155,생금집,4.5,-
156,솔트베이 골프클럽,3.9,-
157,시흥갯골생태공원,4.4,-
158,시흥관광호텔,3.4,-
159,시흥 연꽃테마파크,4.0,-
160,아세코밸리 골프클럽,3.8,-
161,,,
162,오이도 함상전망대,3.9,-
163,,,
164,용도수목원,3.7,-
165,,,
166,,,
167,의왕시 바라산 자연휴양림,4.2,-
168,철도박물관,4.1,-
169,캐슬렉스 골프클럽,3.6,-
170,경기도어린이박물관,4.4,-
171,,,
172,골드CC,3.8,-
173,골드훼미리콘도,3.6,-
174,,,
175,글렌로스골프클럽,4.4,-
176,남부CC,4.5,-
177,농도원 목장,4.6,-
178,,,
179,,,
180,백남준아트센터,4.1,-
181,,,
182,(주)삼흥수원컨트리클럽,4.4,-
183,신원컨트리클럽,4.5,-
184,아시아나CC,4.4,-
185,,,
186,양지파인리조트스키장,3.7,-
187,,,
188,연미향마을,3.9,-
189,용인 대장금 파크,4.3,-
190,용인자연 휴양림,4.4,-
191,용인농촌테마파크,4.4,-
192,용인문화유적전시관,4.0,-
193,용인시축구센터,4.2,-
194,용인시청소년수련원,3.4,-
195,,,
196,용인포은아트홀,4.3,-
197,,,
198,,,
199,지산컨트리클럽,4.4,-
200,청계목장,4.6,-
201,캐리비안베이,4.3,"파도풀, 유수풀, 어린이 놀이 공간을 포함한 실내 및 실외 시설을 갖춘 워터파크입니다."
202,,,
203,태광CC,4.2,-
204,,,
205,,,
206,학일마을,-,-
207,한국등잔박물관,3.6,-
208,한국민속촌,4.3,한국의 전통 가옥과 관습을 소개하는 민속박물관으로 식당과 테마파크를 갖추고 있습니다.
209,한성CC,4.2,-
210,한원CC,3.9,-
211,한택식물원,3.7,-
212,한터조랑말농장,4.1,-
213,,,
214,플라자CC 용인,4.1,-
215,,,
216,,,
217,화산컨트리클럽,4.5,-
218,감악산,4.2,-
219,,,
220,금강산랜드,3.3,-
221,,,
222,두루뫼박물관,3.3,-
223,,,
224,베스트밸리골프클럽,3.7,-
225,,,
226,산머루농원,4.1,-
227,서서울CC .,4.1,-
228,,,
229,소울원,3.6,-
230,쇠꼴마을,4.0,-
231,스킨애니버셔리,4.1,-
232,,,
233,영집궁시박물관,3.9,-
234,"우농타조농장, 타조마을",3.7,-
235,,,
236,자운서원,4.3,-
237,,,
238,DMZ 제3땅굴,4.3,-
239,카트랜드,3.2,-
240,,,
241,파주삼릉,4.6,-
242,,,
243,,,
244,파주 장릉,4.4,-
245,,,
246,평화누리길 7코스 시작점,4.4,-
247,,,
248,율곡습지공원,3.9,-
249,헤이리 예술마을,3.9,-
250,,,
251,황희 선생 유적지,4.1,-
252,,,
253,더반GC,3.8,-
254,덕평 CC,3.9,-
255,비에이비스타CC,3.5,-
256,이천세계도자센터,4.1,-
257,,,
258,,,
259,이천시립월전미술관,4.2,-
260,테르메덴,4.0,-
261,농업회사법인자연나라,4.5,-
262,미란다호텔,3.3,-
263,,,
264,,,
265,과채류마을,-,-
266,구메농사마을,-,-
267,금광관광농원,4.1,-
268,,,
269,너리굴문화마을(엄마청소년수련원),4.2,-
270,대안미술공간소나무,5.0,-
271,,,
272,,,
273,,,
274,,,
275,박두진문학관,4.5,-
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,안성남사당전수관,4.3,-
283,,,
284,,,
285,안성맞춤박물관,3.9,-
286,안성맞춤랜드 캠핑장,4.2,-
287,안성베네스트GC,4.3,-
288,천주교 안성 성당,4.4,-
289,안성시 다목적 야영장,4.6,-
290,안성천문대,4.3,-
291,안성컨트리클럽,4.2,-
292,,,
293,안성허브마을,2.9,-
294,안성마춤용설호문화마을,3.7,-
295,이경순 소리박물관,-,-
296,안성인처골마을,4.3,-
297,조병화 문학관,4.2,-
298,,,
299,,,
300,태평무전수관,4.7,-
301,파인크리크CC,4.0,-
302,포도박물관샤토안,3.0,-
303,안성풍산개마을영농조합법인,3.5,-
304,,,
305,,,
306,김포학생야영장,4.0,-
307,김포시사계절썰매장&수영장,4.2,-
308,,,
309,김포시청소년수련원,3.3,-
310,평화누리길 1코스 시작점,5.0,-
311,김포함상공원,3.8,-
312,,,
313,김포 덕포진 교육 박물관,4.3,-
314,김포로그밸리청소년양영장,3.5,-
315,,,
316,,,
317,,,
318,약암홍염천관광호텔,3.6,-
319,,,
320,태산패밀리파크,4.2,-
321,,,
322,우리꽃식물원,4.1,-
323,융건릉 관광안내소,4.4,-
324,,,
325,강남300컨트리클럽,3.3,-
326,,,
327,,,
328,,,
329,,,
330,남한산성행궁,4.3,-
331,뉴서울컨트리클럽,4.2,-
332,,,
333,영은미술관,4.1,-
334,이스트밸리컨트리클럽,4.6,-
335,일본군위안부역사관,4.5,-
336,,,
337,중부CC,4.2,-
338,화담숲,4.4,-
339,송암스페이스센터,4.1,-
340,가나아트파크,4.2,-
341,국립 아세안 자연휴양림,4.1,-
342,,,
343,양주시립 장욱진미술관,4.2,-
344,조명박물관,4.1,-
345,회암사지박물관,4.3,-
346,,,
347,,,
348,산림청 국립수목원 (광릉 수목원),4.5,"산책로, 수목이 우거진 지역, 정원, 온실, 숲 박물관이 있는 국립 수목원입니다."
349,대유몽베르컨트리클럽,4.3,-
350,,,
351,,,
352,,,
353,베어크리크 골프클럽,4.5,-
354,비둘기낭캠핑장,4.0,-
355,비둘기낭 폭포,4.2,-
356,,,
357,,,
358,신북리조트,4.0,-
359,아침햇살수련원,4.0,-
360,아프리카예술박물관,3.8,-
361,어메이징 파크,3.7,-
362,일동레이크,4.6,-
363,,,
364,,,
365,포천한탄강하늘다리,4.3,-
366,포천아도니스CC,4.4,-
367,포천아트밸리,3.9,"옛 화강암 채석장으로 야외 조각상, 호수, 콘서트 무대 등이 있는 복합 문화 공간입니다."
368,한가원,3.7,-
369,,,
370,포천 필로스CC,3.9,-
371,포천 하늘아래 치유의숲,4.5,-
372,,,
373,포천 허브 아일랜드,4.0,"쾌적한 공원으로 다양한 테마의 어트랙션과 카페, 기념품 가게가 있습니다."
374,,,
375,금은모래캠핑장,4.5,-
376,명성황후생가,4.1,-
377,목아박물관,3.8,-
378,,,
379,,,
380,여주시립 폰박물관,3.9,-
381,,,
382,,,
383,,,
384,,,
385,,,
386,황학산수목원,4.2,-
387,금강CC,4.4,-
388,남여주GC,4.1,-
389,렉스필드컨트리클럽,4.1,-
390,명성황후생가,4.1,-
391,목아박물관,3.8,-
392,블루헤런 골프클럽,4.4,-
393,빅토리아GC,4.2,-
394,,,
395,,,
396,소피아그린CC,4.3,-
397,솔모로CC,4.3,-
398,,,
399,,,
400,,,
401,아리지CC,4.0,-
402,,,
403,여주한지문화체험학교,-,-
404,,,
405,,,
406,자유CC,4.4,-
407,,,
408,여주시립 폰박물관,3.9,-
409,해여림 식물원,4.0,-
410,황학산수목원,4.2,-
411,고대산,4.2,-
412,나룻배마을,4.4,-
413,땅에미소유기농영농조합법인,4.4,-
414,,,
415,수레울아트홀,4.2,-
416,연천 숭의전지,4.1,-
417,,,
418,연천 경순왕릉,4.0,-
419,연천 호로고루,4.2,-
420,열쇠전망대,4.5,-
421,,,
422,연천전곡리유적(연천구석기축제장),4.0,-
423,,,
424,,,
425,태풍전망대,4.3,-
426,,,
427,,,
428,한탄강 오토캠핑장,4.2,-
429,허브빌리지(HERBVILLAGE),3.9,-
430,가일미술관,3.7,-
431,가평목동수련원,4.0,-
432,,,
433,가평레일바이크,4.2,-
434,가평베네스트골프클럽,4.5,-
435,,,
436,,,
437,강씨봉자연휴양림,4.5,-
438,경기도교직원가평수덕원,3.0,-
439,계성푸른누리수련원,4.2,-
440,고성청소년수련원,-,-
441,꽃무지풀무지,3.8,-
442,남송미술관,3.4,-
443,,,
444,,,
445,지리산 대원사,4.4,-
446,두밀연수원,4.0,-
447,,,
448,청평마이다스G.C,4.4,-
449,,,
450,백련사,4.4,-
451,산장국민관광지관리사무소,3.9,-
452,서강대학교,4.5,-
453,서울특별시교육청학생교육원,1.0,-
454,,,
455,썬힐GC,3.9,-
456,,,
457,,,
458,,,
459,,,
460,연인산도립공원,4.0,-
461,,,
462,영안청소년수련원,5.0,-
463,,,
464,예성어린이집,-,-
465,운악산,4.3,-
466,유명산 자연휴양림,4.4,-
467,,,
468,,,
469,,,
470,자라섬 캠핑장,4.2,-
471,,,
472,청심국제청소년수련원,4.0,-
473,,,
474,취옹예술관,4.2,-
475,칼봉산자연휴양림,4.2,-
476,크리스탈밸리CC,3.6,-
477,,,
478,한바다연수원,3.5,-
479,한화인재경영원,4.6,-
480,,,
481,,,
482,구둔역 (폐역),4.1,-
483,,,
484,국립산음자연휴양림,4.4,-
485,중미산 자연휴양림,4.2,-
486,,,
487,,,
488,농업박물관,4.1,-
489,대명리조트 양평,3.8,-
490,,,
491,,,
492,양평들꽃수목원,3.7,-
493,몽양 여운형 기념관,4.3,-
494,,,
495,민물고기생태학습관,4.2,-
496,세미원,4.1,-
497,,,
498,양평양떼목장,3.9,-
499,양평 파크 골프장,4.3,-
500,,,
501,,,
502,양평레일바이크,3.8,-
503,,,
504,,,
505,용문사,4.4,-
506,용문산 자연휴양림,4.2,-
507,지평의병지평전투기념관,3.9,-
508,,,
509,화서기념관,-,-
