,Name,Score,Description
64,Zhengyangmen,4.3,"1419년에 베이징 성벽의 정문으로 지어진 상징적인 건축물로, 현재 박물관으로 운영되고 있습니다."
65,Xidan Culture Square,-,-
66,자금성,4.5,"투어, 예술품 전시관, 레스토랑을 갖춘 거대한 궁전 겸 박물관입니다."
67,Underground City,3.4,-
68,Longqingxia Scenic Area,4.4,-
69,Deheyuan,4.7,-
70,Jingdong Grand Valley,4.0,-
71,皇穹宇东配殿,4.1,-
72,什刹海,4.3,-
73,青龙峡,4.6,-
74,徐悲鸿纪念馆,4.4,-
75,Cuandixia,4.4,-
76,Miaoying Temple,4.6,-
77,司马台长城,4.7,"유서 깊은 만리장성의 일부 지역이며, 전원 풍경과 봉화, 가파른 오르막길로 잘 알려져 있습니다."
78,Tianyun Mountain,4.0,-
79,팔달령 장성,4.6,"명나라 때 산꼭대기에 세운 1,000m 높이의 장성으로, 만리장성의 일부입니다."
80,Mansion of Prince Keqin Jun,-,-
81,만리장성,4.2,"중국 전역에 5,500마일 이상 구불구불하게 펼쳐진 탑과 보도로 고대 세계의 경이로움을 경험할 수 있습니다."
82,Tiananmen,4.3,15세기에 지어진 자금성의 상징적이고 유명한 입구로 여러 번 재건을 거듭했습니다.
83,Qianlingshan,5.0,-
84,Prince Chun Mansion,4.0,-
85,Tiananmen Square,4.3,세계에서 가장 큰 역사적인 대도시 광장 중 하나이며 37m 크기의 오벨리스크가 있는 만남의 장소입니다.
86,Seven Star Stones,3.0,-
87,Yangchangji Former Residence,-,-
88,Beijing Zoo,3.9,"1906년에 설립한 유서 깊은 동물원으로, 전통적인 조경이 특징이며 판다와 같은 토종 동물을 볼 수 있습니다."
89,Luxun Former Residence,3.0,-
90,원명원,4.4,"화려한 정원과 유적지가 있는 공원으로, 유적은 1707년에 지어졌으나 1860년 제2차 아편 전쟁 당시 불탔습니다."
91,베이하이 공원,4.5,"1925년에 처음 문을 연 690,000m² 규모의 옛 황실 공원으로, 큰 호수가 있습니다."
92,银锭桥,4.3,-
93,Baili Landscape Painting Gallery,4.8,-
94,Cai Yuanpei Former Residence,3.2,-
95,Guo Moruo Memorial,4.1,-
96,Gate of Divine Prowess,4.4,-
97,베이징 국가수영센터,4.4,올림픽을 위해 지은 육면체 모양의 현대적인 건물에 수영장과 수상 공원이 있습니다.
98,천단,4.6,1420년에 지어진 유명한 사원으로 공원 내에 특이한 원형 건물이 자리잡고 있습니다.
99,田义墓,3.3,-
100,畅春园,4.1,-
101,Fengxian Gate,3.6,-
102,징산 공원,4.6,"230,671m² 규모의 역사적인 공원으로 언덕 위에 위치하며 자금성의 경치를 감상할 수 있습니다."
103,거용관,4.7,클라우드 플랫폼의 이름으로도 유명한 만리장성의 복원된 구간을 걸을 수 있는 산길입니다.
104,올림픽 공원,4.4,-
105,National Museum of China,4.4,"204,387m² 규모의 방대한 무료 박물관으로, 중국의 역사 및 예술을 다루며 소장 유물이 100만 점 이상입니다."
106,Prince Gong Mansion,4.4,잘 보존된 웅장한 1777년도 저택에 현재 박물관이 들어서 있으며 안뜰과 정원도 있습니다.
107,명십삼릉,4.3,"명나라 황제 13명의 무덤과 산책로, 조각상이 있는 거대한 고대 유적지입니다."
108,Lama Temple,4.6,청동 소재의 조각상과 향로가 있는 1694년에 지어진 화려한 티베트 불교 사원입니다.
109,China Ethnic Museum,4.0,-
110,National Stadium,4.5,"새 둥지 모양으로 잘 알려진 경기장으로, 올림픽을 위해 지어졌으며 현재는 이곳에서 콘서트와 스포츠 경기가 열립니다."
111,Beijing Dashilan,4.3,-
112,Happy Valley Beijing,4.3,-
113,Beijing Temple of Confucius,4.4,-
114,Temple of the Sun,4.2,-
115,北京国子监,4.5,-
116,Beijing Botanical Garden,4.5,-
117,Guo Shoujing Memorial Hall,5.0,-
118,798예술구,4.4,"공장으로 쓰였던 건물에 현재는 아티스트 스튜디오, 전시관, 노점상, 식당이 들어서 있습니다."
119,Dongdan Park,3.6,-
