Sido,Gungu,Name
경기도,광주시,이스트밸리컨트리클럽
경기도,광주시,일본군위안부역사관
경기도,광주시,조선관요박물관
경기도,광주시,중부컨트리클럽
경기도,광주시,화담숲
경기도,양주시,(재)송암스페이스센터
경기도,양주시,가나아트파크
경기도,양주시,국립아세안자연휴양림
경기도,양주시,북한산국립공원
경기도,양주시,양주시립장욱진미술관
경기도,양주시,조명박물관
경기도,양주시,회암사지박물관
경기도,포천시,㈜베어스타운
경기도,포천시,가산노블리제컨트리클럽
경기도,포천시,국립수목원
경기도,포천시,몽베르 CC (구 산정호수컨트리클럽)
경기도,포천시,백운계곡관광지
경기도,포천시,베어스타운눈썰매장(스키장)
경기도,포천시,베어스타운컨트리클럽
경기도,포천시,베어크리크컨트리클럽
경기도,포천시,비둘기낭캠핑장
경기도,포천시,비둘기낭폭포
경기도,포천시,산사원
경기도,포천시,산정호수관광지
경기도,포천시,신북리조트 스프링폴
경기도,포천시,아침햇살청소년수련원
경기도,포천시,아프리카예술박물관
경기도,포천시,어메이징파크
경기도,포천시,일동레이크컨트리클럽
경기도,포천시,평강식물원
경기도,포천시,포레스트힐 컨트리클럽
경기도,포천시,포천 한탄강 하늘다리
경기도,포천시,포천아도니스컨트리클럽
경기도,포천시,포천아트밸리
경기도,포천시,포천한과박물관(한가원)
경기도,포천시,포천힐스컨트리클럽
경기도,포천시,필로스컨트리클럽
경기도,포천시,하늘아래 치유의 숲
경기도,포천시,한화리조트 산정호수(스파)
경기도,포천시,허브아일랜드
경기도,여주시,강천보
경기도,여주시,금은모래캠핑장
경기도,여주시,명성황후생가
경기도,여주시,목아불교박물관
경기도,여주시,신륵사
경기도,여주시,여주박물관
경기도,여주시,여주시립폰박물관
경기도,여주시,여주온천
경기도,여주시,영릉(세종대왕)
경기도,여주시,이포보
경기도,여주시,이포보오토캠핑장
경기도,여주시,황포돛배
경기도,여주시,황학산수목원
경기도,여주군,금강컨트리클럽
경기도,여주군,남여주골프클럽(퍼블릭)
경기도,여주군,렉스필드
경기도,여주군,명성황후생가
경기도,여주군,목아불교박물관
경기도,여주군,블루헤런컨트리클럽(구.클럽700)
경기도,여주군,빅토리아CC
경기도,여주군,세계생활도자관
경기도,여주군,세종천문대 수련원
경기도,여주군,소피아그린CC
경기도,여주군,솔모로컨트리클럽
경기도,여주군,스카이밸리(구대영루미나)
경기도,여주군,신라컨트리클럽
경기도,여주군,신륵사
경기도,여주군,아리지CC
경기도,여주군,여주컨트리클럽
경기도,여주군,여주한지체험학교
경기도,여주군,영릉(세종대왕)
경기도,여주군,이포컨트리클럽
경기도,여주군,자유컨트리클럽
경기도,여주군,캐슬파인컨트리클럽
경기도,여주군,폰박물관
경기도,여주군,해여림 식물원
경기도,여주군,황학산수목원
경기도,연천군,고대산
경기도,연천군,나룻배마을
경기도,연천군,땅에미소
경기도,연천군,상승전망대
경기도,연천군,수레울아트홀
경기도,연천군,숭의전지
경기도,연천군,승전전망대
경기도,연천군,신라경순왕릉
경기도,연천군,연천호로고루
경기도,연천군,열쇠전망대
경기도,연천군,재인폭포
경기도,연천군,전곡리선사유적지
경기도,연천군,전곡선사박물관
경기도,연천군,조선왕가
경기도,연천군,태풍전망대
경기도,연천군,평화관광교육원
경기도,연천군,한탄강관광지
경기도,연천군,한탄강관광지 오토캠핑장
경기도,연천군,허브빌리지
경기도,가평군,가일미술관
경기도,가평군,가평 목동수련원
경기도,가평군,가평가족눈썰매장(사계절썰매장)
경기도,가평군,가평레일파크
경기도,가평군,가평베네스트골프클럽
경기도,가평군,가평수목원
경기도,가평군,가평청소년수련원
경기도,가평군,강씨봉자연휴양림
경기도,가평군,경기도교직원가평수덕원
경기도,가평군,계성푸른누리수련원
경기도,가평군,고성청소년수련원(쁘띠프랑스)
경기도,가평군,꽃무지 풀무지  수목원
경기도,가평군,남송미술관
경기도,가평군,농촌체험마을
경기도,가평군,대성관광지
경기도,가평군,대원사템플스테이
경기도,가평군,두밀연수원
경기도,가평군,드림아일랜드청소년수련원
경기도,가평군,마이다스벨리컨트리클럽
경기도,가평군,명지산 생태탐방학습원
경기도,가평군,백련사 템플스테이
경기도,가평군,산장관광지
경기도,가평군,서강대연수원
경기도,가평군,서울특별시학생교육원가평교육원
경기도,가평군,서울학생교육원
경기도,가평군,썬힐골프클럽
경기도,가평군,아난티클럽
경기도,가평군,아침고요원예수목원
경기도,가평군,앙크바르만박물관
경기도,가평군,여산청소년수련원
경기도,가평군,연인산도립공원
경기도,가평군,연인산캠핑장
경기도,가평군,영안청소년수련원
경기도,가평군,영인레전드승마클럽
경기도,가평군,예성연수원
경기도,가평군,운악산(가평군)
경기도,가평군,유명산자연휴양림
경기도,가평군,유미재미술관
경기도,가평군,유스토리청소년수련원
경기도,가평군,이화원
경기도,가평군,자라섬캠핑장
경기도,가평군,참공간청평아뜨리에
경기도,가평군,청심국제청소년수련원
경기도,가평군,청평페리유람선
경기도,가평군,취옹예술관
경기도,가평군,칼봉산자연휴양림
경기도,가평군,크리스탈밸리컨트리클럽
경기도,가평군,프리스틴밸리컨트리클럽
경기도,가평군,한바다연수원
경기도,가평군,한화인재경영원
경기도,가평군,현암박물관
경기도,가평군,호명호수공원
경기도,양평군, 구둔역
경기도,양평군,곤충박물관
경기도,양평군,국립산음자연휴양림
경기도,양평군,국립중미산자연휴양림
경기도,양평군,군립미술관
경기도,양평군,남한강자전거길(양평구간)
경기도,양평군,농업박물관
경기도,양평군,대명리조트 양평
경기도,양평군,두메향기
경기도,양평군,두물머리
경기도,양평군,들꽃수목원
경기도,양평군,몽양기념관
경기도,양평군,미리내청소년 수련원
경기도,양평군,민물고기생태학습관
경기도,양평군,세미원
경기도,양평군,소나기마을
경기도,양평군,양평 양떼목장
경기도,양평군,양평 파크골프장
경기도,양평군,양평군수상스키(북한강일대)
경기도,양평군,양평군수상스키장(남한강일대)
경기도,양평군,양평레일바이크
경기도,양평군,양평리조트 수상레저
경기도,양평군,용문산관광지
경기도,양평군,용문산국민관광지
경기도,양평군,용문산자연휴양림
경기도,양평군,지평의병 지평리전투기념관
경기도,양평군,한화리조트 양평
경기도,양평군,화서기념관
경상남도,통합창원시,(주)엘시티관광호텔
경상남도,통합창원시,3.15아트
경상남도,통합창원시,국립 3.15묘지
경상남도,통합창원시,군항문화탐방
경상남도,통합창원시,도립미술관
경상남도,통합창원시,돝섬유원지
경상남도,통합창원시,마금산온천관광지 꿈의궁전모텔
경상남도,통합창원시,마금산온천관광지 라벤다모텔
경상남도,통합창원시,마금산온천관광지 마금산원탕온천
경상남도,통합창원시,마금산온천관광지 마금산찜질여행
경상남도,통합창원시,마금산온천관광지 별궁모텔
경상남도,통합창원시,마금산온천관광지 북면황토방온천
경상남도,통합창원시,마금산온천관광지 숲속산장모텔
경상남도,통합창원시,마금산온천관광지 신라온천
경상남도,통합창원시,마금산온천관광지 신촌온천
경상남도,통합창원시,마금산온천관광지 에뜨와르모텔
경상남도,통합창원시,마금산온천관광지 오아시스모텔
경상남도,통합창원시,마금산온천관광지 우성온천
경상남도,통합창원시,마금산온천관광지 월드컵모텔
경상남도,통합창원시,마금산온천관광지 임페리얼모텔
경상남도,통합창원시,마금산온천관광지 자연온천
경상남도,통합창원시,마금산온천관광지 장미별장
경상남도,통합창원시,마금산온천관광지 천마산온천
경상남도,통합창원시,마금산온천관광지 카페모텔
경상남도,통합창원시,마금산온천관광지 하니온천
경상남도,통합창원시,마산시립박물관
경상남도,통합창원시,마산아리랑호텔
경상남도,통합창원시,마산엠관광호텔
경상남도,통합창원시,문신미술관
경상남도,통합창원시,봉암유원지
경상남도,통합창원시,사보이관광호텔
경상남도,통합창원시,성산아트홀
경상남도,통합창원시,성산패총
경상남도,통합창원시,성주사
경상남도,통합창원시,성흥사
경상남도,통합창원시,용원컨트리클럽
경상남도,통합창원시,용지호수공원 무빙보트
경상남도,통합창원시,웅천도요지
경상남도,통합창원시,장복산공원
경상남도,통합창원시,저도비치로드
경상남도,통합창원시,제황산공원-모노레일
경상남도,통합창원시,주기철목사기념관
경상남도,통합창원시,주남저수지
경상남도,통합창원시,진해내수면환경생태공원
경상남도,통합창원시,진해해양공원
경상남도,통합창원시,창원경륜장
경상남도,통합창원시,창원과학체험관
경상남도,통합창원시,창원국동크루즈
경상남도,통합창원시,창원단감테마공원
경상남도,통합창원시,창원시립마산문학관
경상남도,통합창원시,창원시립마산음악관
경상남도,통합창원시,창원의집
경상남도,통합창원시,창원컨벤션센터
경상남도,통합창원시,창원컨트리클럽
경상남도,통합창원시,콰이강의다리 스카이워크
경상남도,통합창원시,파크랜드
경상남도,통합창원시,해양드라마세트장
경상남도,진주시,LH토지주택박물관
경상남도,진주시,강주연못
경상남도,진주시,경남과학교육원
경상남도,진주시,경상남도과학교육원
경상남도,진주시,경상대학교 박물관
경상남도,진주시,남강댐 물문화관
경상남도,진주시,대암초록마을
경상남도,진주시,동방관광호텔
경상남도,진주시,목공예전수관
경상남도,진주시,물문화관
경상남도,진주시,산림박물관
경상남도,진주시,월아산 청곡사
경상남도,진주시,정수예술촌
경상남도,진주시,죽곡삼베마을
경상남도,진주시,진양호
경상남도,진주시,진양호 동물원
경상남도,진주시,진주 꿈키움동산
경상남도,진주시,진주 월아산우드랜드
경상남도,진주시,진주레일바이크 놀이동산
경상남도,진주시,진주성
경상남도,진주시,진주시립이성자미술관
경상남도,진주시,진주어린이박물관
경상남도,진주시,진주청동기문화박물관
경상남도,통영시,금호충무마리나리조트
경상남도,통영시,남망산국제조각공원
경상남도,통영시,달아공원
경상남도,통영시,동피랑마을
경상남도,통영시,매물도
경상남도,통영시,미륵산
경상남도,통영시,박경리기념관
경상남도,통영시,벽방산(안정사)
경상남도,통영시,사량도
경상남도,통영시,서피랑
경상남도,통영시,"연대도,만지도"
경상남도,통영시,연화도
경상남도,통영시,욕지도
경상남도,통영시,유람선터미널
경상남도,통영시,이순신공원
경상남도,통영시,장사도해상공원
경상남도,통영시,청마문학관
경상남도,통영시,충렬사
경상남도,통영시,통계영지 통영향토역사관
경상남도,통영시,통영 옻칠미술관
경상남도,통영시,통영루지
경상남도,통영시,통영수산과학관
경상남도,통영시,통영시 청소년수련관
경상남도,통영시,통영시립박물관
경상남도,통영시,통영어드벤처타워
경상남도,통영시,통영충렬사
경상남도,통영시,통영케이블카
경상남도,통영시,통제영지 세병관
경상남도,통영시,한려해상국립공원 비진도해수욕장
경상남도,통영시,한산도
경상남도,통영시,한산도 제승당
경상남도,통영시,해저터널
경상남도,사천시,남일대해수욕장
경상남도,사천시,백천사
경상남도,사천시,봉명산 다솔사
경상남도,사천시,비토섬생태관광(별주부전)
경상남도,사천시,비토캠핑장
경상남도,사천시,비토해양낚시공원
경상남도,사천시,사천바다케이블카
경상남도,사천시,사천컨트리클럽
경상남도,사천시,삼삼cc
경상남도,사천시,삼천포유람선
경상남도,사천시,선진공원
경상남도,사천시,세계문화콘텐츠 상설공연
경상남도,사천시,창선.삼천포대교
경상남도,사천시,타니컨트리클럽
경상남도,사천시,항공우주박물관
경상남도,김해시,가야 컨트리클럽
경상남도,김해시,가야랜드
경상남도,김해시,가야문화예술관
경상남도,김해시,가야역사테마파크
경상남도,김해시,국립 김해 박물관
경상남도,김해시,김해가야테마파크
경상남도,김해시,김해낙동강레일파크
경상남도,김해시,김해목재문화체험장
경상남도,김해시,김해상록GC
경상남도,김해시,김해시 청소년수련관
경상남도,김해시,김해천문대
경상남도,김해시,김해청소년문화의집
경상남도,김해시,노무현대통령생가
경상남도,김해시,대동승마랜드
경상남도,김해시,대성동 고분군
경상남도,김해시,대성동고분박물관
경상남도,김해시,도자기체험
경상남도,김해시,롯데스카이힐컨트리클럽
경상남도,김해시,롯데워터파크
경상남도,김해시,무척관광예술원
경상남도,김해시,문화의전당
경상남도,김해시,봉황동유적지
경상남도,김해시,부경동물원
경상남도,김해시,수로왕릉
경상남도,김해시,수로왕비릉
경상남도,김해시,장유 대청계곡
경상남도,김해시,장유온천
경상남도,김해시,장척계곡
경상남도,김해시,정산컨트리클럽
경상남도,김해시,클레이아크
경상남도,김해시,한림민속박물관
경상남도,김해시,한옥체험관
경상남도,김해시,화포천습지 생태공원
경상남도,밀양시,가지산
경상남도,밀양시,경상남도 민물고기 전시관
경상남도,밀양시,만어사
경상남도,밀양시,밀양 얼음골축음기소리박물관
경상남도,밀양시,밀양꽃새미마을
경상남도,밀양시,밀양댐
경상남도,밀양시,밀양시립박물관
경상남도,밀양시,밀양아리랑아트센터
경상남도,밀양시,밀양아리랑오토캠핑장
경상남도,밀양시,밀양영남루
경상남도,밀양시,사명대사 유적지
경상남도,밀양시,사자평
경상남도,밀양시,삼량진 양수발전처
경상남도,밀양시,얼음골
경상남도,밀양시,영남알프스 얼음골 케이블카
경상남도,밀양시,트윈터널
경상남도,밀양시,평리녹색농촌체험마을
경상남도,밀양시,평리산대추마을
경상남도,밀양시,표충비각
경상남도,밀양시,표충사
경상남도,거제시,(주)웰리브 애드미럴호텔
경상남도,거제시,거제관광호텔한양(주)
경상남도,거제시,거제도해수온천
경상남도,거제시,거제맹종죽테마공원
경상남도,거제시,거제박물관
경상남도,거제시,거제뷰컨트리클럽
경상남도,거제시,거제삼성호텔
경상남도,거제시,거제시농업개발원
경상남도,거제시,거제요트학교
경상남도,거제시,거제자연휴양림
경상남도,거제시,거제칠천도크루즈(칠천도~거가대교 코스)
경상남도,거제시,계도어촌체험마을
경상남도,거제시,계룡산(거제공고 등산로입구)
경상남도,거제시,공곶이
경상남도,거제시,구조라해수욕장
경상남도,거제시,김영삼전대통령생가·기록전시관
경상남도,거제시,노자산(학동 고개 입구)
경상남도,거제시,농소해수욕장
경상남도,거제시,다대어촌체험마을
경상남도,거제시,대우조선해양
경상남도,거제시,덕원해수욕장
경상남도,거제시,덕포해수욕장
경상남도,거제시,도장포어촌체험마을
경상남도,거제시,드비치골프클럽
경상남도,거제시,망산(저구삼거리입구)
경상남도,거제시,매물도 유람선(선착장~매물도 코스)
경상남도,거제시,명사해수욕장
경상남도,거제시,문동휴양림
경상남도,거제시,문동휴양지
경상남도,거제시,물안해수욕장
경상남도,거제시,미남크루즈해양관광(주)(고현~가조도 코스)
경상남도,거제시,바람의 언덕
경상남도,거제시,산방산비원
경상남도,거제시,삼성중공업
경상남도,거제시,신선대
경상남도,거제시,쌍근어촌체험마을
경상남도,거제시,씨라인
경상남도,거제시,여차해수욕장
경상남도,거제시,오션베이
경상남도,거제시,옥포대첩기념공원
경상남도,거제시,와현해수욕장
경상남도,거제시,우제봉 전망대
경상남도,거제시,이수도어촌체험마을
경상남도,거제시,자연예술랜드
경상남도,거제시,장사도 유람선(선착장~장사도 코스)
경상남도,거제시,조선해양문화관
경상남도,거제시,죽림해수욕장
경상남도,거제시,지심도
경상남도,거제시,청마기념관
경상남도,거제시,칠천량해전공원
경상남도,거제시,포로수용소유적공원
경상남도,거제시,학동해수욕장
경상남도,거제시,함목해수욕장
경상남도,거제시,해금강 테마박물관
경상남도,거제시,"해금강,외도"
경상남도,거제시,해금강블루마을리조트
경상남도,거제시,황포해수욕장
경상남도,거제시,흥남해수욕장
경상남도,양산시,내원사
경상남도,양산시,대운산자연휴양림
경상남도,양산시,동부산 컨트리클럽
경상남도,양산시,동원로얄cc
경상남도,양산시,양산시립박물관
경상남도,양산시,양산에덴밸리스키장
경상남도,양산시,양산컨트리클럽
경상남도,양산시,양산타워
경상남도,양산시,에덴밸리 루지
경상남도,양산시,에덴밸리 컨트리클럽
경상남도,양산시,에이원 컨트리클럽
경상남도,양산시,원동자연휴양림
경상남도,양산시,임경대
경상남도,양산시,통도 환타지아
경상남도,양산시,통도사
경상남도,양산시,통도파인이스트골프장
경상남도,양산시,홍룡사
경상남도,양산시,황산베랑길
경상남도,의령군,목도수목원(일준부채박물관)
경상남도,의령군,벽계관광지
경상남도,의령군,일붕사
경상남도,의령군,충익사
경상남도,의령군,호암 이병철 생가
경상남도,함안군,고려동유적지
경상남도,함안군,악양둑방길
경상남도,함안군,악양생태공원
경상남도,함안군,애국지사 산돌 손양원목사 기념관
경상남도,함안군,여항산
경상남도,함안군,입곡군립공원
경상남도,함안군,함안 말이산 고분군
경상남도,함안군,함안박물관
경상남도,함안군,함안연꽃테마파크
